Metric: | MAE	| NMAE	| RMSE	| MRE	| NPRE	| NDCG1	| NDCG5	| NDCG10	| NDCG20	| NDCG50	| NDCG100	
==========================================
UMEAN
Avg:	0.8745	0.9628	1.8553	1.3174	9.2554	0.9445	0.8924	0.8718	0.8484	0.7233	0.6362
Std:	0.0006	0.0013	0.0020	0.0064	0.0308	0.0030	0.0026	0.0023	0.0025	0.0023	0.0018
==========================================
IMEAN
Avg:	0.6785	0.7470	1.5238	0.7210	4.2576	0.9450	0.8951	0.8754	0.8640	0.8656	0.8646
Std:	0.0006	0.0011	0.0020	0.0025	0.0181	0.0034	0.0035	0.0031	0.0024	0.0019	0.0013
==========================================
UPCC
Avg:	0.4539	0.4997	1.1712	0.4235	2.9503	0.9434	0.8911	0.8732	0.8719	0.8823	0.8751
Std:	0.0012	0.0012	0.0037	0.0038	0.0359	0.0039	0.0044	0.0038	0.0031	0.0022	0.0018
==========================================
IPCC
Avg:	0.4156	0.4576	1.1519	0.2935	2.0965	0.9437	0.8938	0.8763	0.8761	0.8893	0.8789
Std:	0.0016	0.0018	0.0031	0.0026	0.0250	0.0035	0.0035	0.0031	0.0021	0.0017	0.0013
==========================================
UIPCC
Avg:	0.4110	0.4525	1.1422	0.3002	2.1710	0.9437	0.8942	0.8768	0.8767	0.8901	0.8797
Std:	0.0014	0.0016	0.0031	0.0019	0.0234	0.0037	0.0035	0.0031	0.0021	0.0017	0.0014
==========================================


Detailed results for 20 rounds:
==========================================
UMEAN
==========================================
0.8747	0.9628	1.8528	1.3192	9.2514	0.9426	0.8928	0.8730	0.8506	0.7251	0.6374
0.8740	0.9625	1.8547	1.3158	9.2476	0.9454	0.8941	0.8734	0.8501	0.7254	0.6373
0.8749	0.9645	1.8550	1.3249	9.3023	0.9450	0.8911	0.8702	0.8471	0.7226	0.6367
0.8750	0.9656	1.8515	1.3289	9.2821	0.9468	0.8945	0.8739	0.8505	0.7264	0.6390
0.8761	0.9646	1.8542	1.3287	9.3176	0.9375	0.8916	0.8716	0.8483	0.7255	0.6383
0.8740	0.9611	1.8575	1.3084	9.2207	0.9459	0.8933	0.8728	0.8489	0.7220	0.6342
0.8739	0.9624	1.8548	1.3160	9.2321	0.9462	0.8921	0.8712	0.8484	0.7244	0.6368
0.8751	0.9614	1.8591	1.3120	9.2316	0.9462	0.8902	0.8697	0.8450	0.7195	0.6331
0.8751	0.9641	1.8551	1.3264	9.2557	0.9492	0.8949	0.8732	0.8503	0.7247	0.6377
0.8748	0.9636	1.8531	1.3202	9.2609	0.9444	0.8948	0.8739	0.8513	0.7259	0.6380
0.8733	0.9608	1.8565	1.3105	9.1855	0.9459	0.8922	0.8707	0.8459	0.7209	0.6342
0.8740	0.9605	1.8594	1.3089	9.2068	0.9431	0.8896	0.8689	0.8443	0.7186	0.6328
0.8743	0.9633	1.8528	1.3176	9.2717	0.9460	0.8943	0.8741	0.8499	0.7255	0.6381
