Metric: | MAE	| NMAE	| RMSE	| MRE	| NPRE	| NDCG1	| NDCG5	| NDCG10	| NDCG20	| NDCG50	| NDCG100	
==========================================
UMEAN
Avg:	53.8008	1.1310	110.3822	2.3152	17.7967	0.9642	0.9221	0.8841	0.8181	0.6837	0.5716
Std:	0.0613	0.0023	0.1228	0.0114	0.0748	0.0021	0.0018	0.0022	0.0025	0.0025	0.0021
==========================================
IMEAN
Avg:	26.6410	0.5601	64.1772	0.5356	3.0272	0.9570	0.9141	0.8854	0.8602	0.8492	0.8636
Std:	0.0230	0.0007	0.0755	0.0008	0.0139	0.0037	0.0029	0.0026	0.0024	0.0017	0.0016
==========================================
UPCC
Avg:	19.2612	0.4049	48.8585	0.3891	7.1987	0.9571	0.9166	0.8978	0.8837	0.8848	0.9046
Std:	0.1063	0.0023	0.1880	0.0058	0.1773	0.0057	0.0033	0.0027	0.0023	0.0020	0.0013
==========================================
IPCC
Avg:	23.9729	0.5040	54.8811	0.5372	5.2150	0.9589	0.9185	0.8939	0.8725	0.8663	0.8852
Std:	0.0943	0.0019	0.1523	0.0032	0.0530	0.0035	0.0030	0.0023	0.0021	0.0016	0.0016
==========================================
UIPCC
Avg:	18.9276	0.3979	48.2950	0.3828	7.1106	0.9581	0.9193	0.9000	0.8851	0.8857	0.9055
Std:	0.0958	0.0021	0.1794	0.0053	0.1547	0.0045	0.0034	0.0027	0.0023	0.0020	0.0014
==========================================


Detailed results for 20 rounds:
==========================================
UMEAN
==========================================
53.8229	1.1315	110.3411	2.3184	17.8077	0.9676	0.9237	0.8861	0.8198	0.6850	0.5727
53.7860	1.1305	110.3798	2.3176	17.7715	0.9643	0.9224	0.8851	0.8196	0.6844	0.5723
53.9424	1.1363	110.1929	2.3415	17.9450	0.9633	0.9225	0.8855	0.8202	0.6873	0.5748
53.7852	1.1301	110.5816	2.3102	17.7030	0.9603	0.9182	0.8787	0.8126	0.6791	0.5679
53.8479	1.1322	110.3189	2.3210	17.8842	0.9624	0.9214	0.8850	0.8202	0.6855	0.5730
53.8234	1.1316	110.3598	2.3184	17.8255	0.9630	0.9237	0.8856	0.8185	0.6842	0.5723
53.8467	1.1326	110.4184	2.3212	17.8572	0.9609	0.9201	0.8821	0.8159	0.6818	0.5710
53.8364	1.1324	110.3153	2.3181	17.8034	0.9621	0.9217	0.8833	0.8175	0.6838	0.5718
53.7500	1.1290	110.4012	2.3022	17.7468	0.9667	0.9244	0.8858	0.8194	0.6839	0.5714
53.7470	1.1302	110.2441	2.3164	17.8543	0.9629	0.9230	0.8863	0.8217	0.6867	0.5735
53.7999	1.1309	110.4184	2.3152	17.7779	0.9656	0.9230	0.8845	0.8177	0.6837	0.5714
53.8160	1.1322	110.3283	2.3165	17.7980	0.9646	0.9233	0.8848	0.8188	0.6840	0.5722
53.8064	1.1313	110.3647	2.3143	17.7816	0.9655	0.9222	0.8836	0.8182	0.6840	0.5722
53.6807	1.1263	110.5755	2.2950	17.6075	0.9612	0.9175	0.8800	0.8141	0.6795	0.5674
53.8506	1.1327	110.2692	2.3228	17.8535	0.9665	0.9231	0.8857	0.8206	0.6865	0.5735
53.7892	1.1310	110.2556	2.3164	17.8168	0.9657	0.9248	0.8866	0.8206	0.6864	0.5733
53.8938	1.1347	110.2493	2.3377	17.8991	0.9622	0.9224	0.8855	0.8204	0.6861	0.5742
53.7436	1.1290	110.4277	2.2989	17.7374	0.9653	0.9220	0.8839	0.8178	0.6827	0.5702
53.7518	1.1288	110.5359	2.3024	17.7296	0.9666	0.9211	0.8821	0.8155	0.6804	0.5694
53.6965	1.1270	110.6660	2.3003	17.7346	0.9666	0.9218	0.8811	0.8139	0.6790	0.5674


IMEAN
==========================================
26.6192	0.5596	64.1553	0.5349	3.0327	0.9612	0.9187	0.8901	0.8600	0.8491	0.8646
26.5983	0.5590	64.2270	0.5352	3.0002	0.9552	0.9162	0.8879	0.8631	0.8496	0.8620
26.6145	0.5606	64.0793	0.5362	3.0320	0.9558	0.9129	0.8856	0.8644	0.8495	0.8635
